id,funded_amount,loan_amount,activity,sector,use,partner_id,repayment_interval
973316,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
973333,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for the family.,311,monthly
973406,850,850,Farming,Agriculture,to  plow the farm and buy  cassava seedlings.,204,monthly
973356,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.	.,311,monthly
973343,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.	.,311,monthly
973358,275,275,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.	.,311,monthly
973196,1000,1000,Cattle,Agriculture,to buy cows to fatten and breed for calves to sell,9,monthly
973321,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
973355,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.	.,311,monthly
973322,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
973349,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.	.,311,monthly
973187,1250,1250,Higher education costs,Education,to pay his tuition fees from the first to the fourth year in Finance and Banking. His parents are rice farmers,9,monthly
973391,1000,1000,Farming,Agriculture,to buy organic fertilizer to boost crop yields so that she can harvest abundant rice to improve her standard of living.,204,monthly
973369,500,500,Higher education costs,Education,to pay her tuition fees for third year,9,monthly
973145,1600,1600,Grocery Store,Food,to buy groceries to sell.,9,monthly
973326,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
973472,900,900,Pigs,Agriculture,to buy feed for her pigs.,204,monthly
973180,500,500,Grocery Store,Food,To buy more grocery items to replenish the store in order to attract more customer.,204,monthly
973415,500,500,Farming,Agriculture,to buy organic fertilizer to input on her farmland to grow her crop fruitfully.,204,monthly
973174,1775,1775,Pigs,Agriculture,to buy additional piglets to fatten up and sell.,9,monthly
973337,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.	.,311,monthly
973431,1200,1200,Farming,Agriculture,to buy cassava seedlings and organic fertilizer to improve crop productivity so her living conditions can be improved.,204,monthly
973491,275,275,Personal Housing Expenses,Housing,to buy a wardrobe.,204,monthly
973740,2600,2600,Higher education costs,Education,to pay her tuition fees from the first to the fourth year.,9,monthly
973763,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
973828,1500,1500,Grocery Store,Food,to buy more items to replenish her grocery store.,204,monthly
973752,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.	.,311,monthly
973831,500,500,Farming,Agriculture,to buy organic fertilizer to improve cassava farmland.,204,monthly
973755,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.	.,311,monthly
973772,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
973833,850,850,Farming,Agriculture,to buy organic fertilizer to increase her crop yields.,204,monthly
973901,1150,1150,Higher education costs,Education,to pay his university fees from the first to the second year in Banking and Finance and buy a computer to help his studies.,9,monthly
973758,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.	.,311,monthly
973780,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
973986,2400,2400,Farming,Agriculture,"to buy fertilizer to grow cassava, which is expected to increase her crop yield.",204,monthly
973766,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.	.,311,monthly
973775,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
973756,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.	.,311,monthly
973810,825,825,Farming,Agriculture,pay to have her fields plowed in order to prepare them for growing cassava.,204,monthly
973835,1675,1675,Farming,Agriculture,to buy organic fertilizer and organic pesticides to grow healthy and fruitful crops.,204,monthly
973805,900,900,Farming,Agriculture,to buy organic fertilizer to improve her farmland and gain more output.,204,monthly
973785,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
973883,1250,1250,Higher education costs,Education,"to pay her university fees from the first to the fourth year, for a BSc. in Accountancy.",9,monthly
973836,700,700,Farming,Agriculture,"to buy rice seeds and organic fertilizer to increase productivity of her crop yield, as well as her income.",204,monthly
973969,250,250,Farming,Agriculture,to buy fertilizer to improve the quality and quantity of her crop yields so as to gain more income.,204,monthly
973793,625,625,Farming,Agriculture,"to buy organic fertilizer to boost crop yields, which will enable her to earn more income to save for future needs.",204,monthly
973889,1100,1100,Farming,Agriculture,to buy pesticide to protect his farm from threatening by insect.,204,monthly
973826,500,500,Pigs,Agriculture,to purchase feed to nourish her pigs so that she can keep sending her children to school.,204,monthly
973744,2600,2600,Higher education costs,Education,"to pay for her tuition fees for four years, for a BSc. in Chemistry",9,monthly
973991,500,500,Farming,Agriculture,to buy fertilizer and pesticide to increase her crop productivity.,204,monthly
973764,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.	.,311,monthly
973770,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
973823,1000,1000,Farming,Agriculture,To buy organic fertilizer in order to increase productivity of her crop yields.,204,monthly
973778,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
973830,650,650,Farming,Agriculture,to buy organic fertilizer to boost crop yields.,204,monthly
973822,500,500,Farming,Agriculture,to buy a water pumping machine to irrigate farmland so that she can get good rice yields to keep her sons in school.,204,monthly
973908,375,375,Farming,Agriculture,"to buy a plot of land to expand her farming area, which is expected to increase the outputs.",204,monthly
973799,1000,1000,Grocery Store,Food,to buy more grocery items to replenish the store to attract customers.,204,monthly
973768,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
973759,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.	.,311,monthly
973819,825,825,Farming,Agriculture,To buy rice seeds and organic fertilizer to increase her rice outputs as well as her income to keep supporting on her child's studying.,204,monthly
973777,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
973781,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
973760,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.	.,311,monthly
973771,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
973825,750,750,Farming,Agriculture,to buy organic fertilizer for growing cassava and rice so as to gain more returns to keep supporting her children's studying.,204,monthly
973816,1350,1350,Farming,Agriculture,to buy rice seeds in order to grow her crop well,204,monthly
973762,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.	.,311,monthly
